188.820,1,52293
191.024,1,47988
193.227,1,47162
195.430,1,47205
197.632,1,46883
199.833,1,46907
202.034,1,46906
204.235,1,46818
206.435,1,46903
208.634,1,46889
210.833,1,46874
213.031,1,46845
215.229,1,46768
217.426,1,46789
219.623,1,46791
221.819,1,46781
224.015,1,46795
226.210,1,46783
228.404,1,46730
230.598,1,46691
232.792,1,46704
234.984,1,46706
237.177,1,46705
239.368,1,46707
241.560,1,46725
243.750,1,46663
245.940,1,46683
248.130,1,46706
250.319,1,46646
252.507,1,46680
254.695,1,46632
256.883,1,46630
259.069,1,46636
261.256,1,46645
263.441,1,46632
265.627,1,46661
267.811,1,46642
269.995,1,46644
272.179,1,46646
274.362,1,46604
276.544,1,46598
278.726,1,46703
280.908,1,46618
283.088,1,46625
285.269,1,46576
287.448,1,46640
289.628,1,46643
291.806,1,46620
293.984,1,46610
296.162,1,46604
298.339,1,46580
300.515,1,46607
302.691,1,46587
304.867,1,46550
307.042,1,46587
309.216,1,46548
311.390,1,46556
313.563,1,46590
315.736,1,46581
317.908,1,46542
320.080,1,46576
322.251,1,46528
324.421,1,46578
326.591,1,46545
328.761,1,46546
330.930,1,46535
333.098,1,46559
335.266,1,46559
337.433,1,46533
339.600,1,46584
341.766,1,46562
343.932,1,46543
346.097,1,46573
348.262,1,46600
350.426,1,46569
352.589,1,46544
354.752,1,46532
356.915,1,46556
359.077,1,46543
361.238,1,46588
363.399,1,46528
365.559,1,46591
367.719,1,46537
369.878,1,46530
372.037,1,46540
374.195,1,46546
376.353,1,46540
378.510,1,46606
380.667,1,46555
382.823,1,46584
384.978,1,46577
387.133,1,46538
389.288,1,46554
391.441,1,46561
393.595,1,46543
395.748,1,46571
397.900,1,46580
400.052,1,46579
402.203,1,46498
404.354,1,46510
406.504,1,46580
408.654,1,46528
410.803,1,46569
412.951,1,46572
415.099,1,46589
417.247,1,46529
419.394,1,46514
421.540,1,46597
423.686,1,46546
425.832,1,46539
427.977,1,46580
430.121,1,46559
432.265,1,46558
434.408,1,46559
436.551,1,46584
438.693,1,46535
440.835,1,46534
442.976,1,46543
445.117,1,46556
447.257,1,46573
449.396,1,46550
451.535,1,46579
453.674,1,46533
455.812,1,46549
457.949,1,46565
460.086,1,46591
462.223,1,46526
464.359,1,46597
466.494,1,46538
468.629,1,46551
470.763,1,46503
472.897,1,46543
475.030,1,46560
477.163,1,46539
479.295,1,46507
481.427,1,46539
483.558,1,46582
485.689,1,46558
487.819,1,46522
489.948,1,46509
492.078,1,46554
494.206,1,46500
496.334,1,46575
498.462,1,46532
500.589,1,46517
502.715,1,46550
504.841,1,46540
506.966,1,46540
509.091,1,46570
511.216,1,46590
513.339,1,46510
515.463,1,46526
517.586,1,46530
519.708,1,46540
521.830,1,46519
523.951,1,46501
526.072,1,46561
528.192,1,46597
530.311,1,46554
532.431,1,46538
534.549,1,46540
536.667,1,46538
538.785,1,46499
540.902,1,46550
543.019,1,46509
545.135,1,46525
547.250,1,46565
549.365,1,46565
551.480,1,46557
553.594,1,46599
555.707,1,46510
557.820,1,46533
559.932,1,46541
562.044,1,46548
564.156,1,46542
566.266,1,46543
568.377,1,46561
570.487,1,46502
572.596,1,46554
574.705,1,46554
576.813,1,46565
578.921,1,46560
581.028,1,46522
583.135,1,46538
585.241,1,46498
587.346,1,46537
589.452,1,46493
591.556,1,46529
593.660,1,46524
595.764,1,46579
597.867,1,46535
599.970,1,46497
602.072,1,46531
604.173,1,46498
606.274,1,46535
608.375,1,46534
610.475,1,46534
612.575,1,46538
614.674,1,46520
616.772,1,46510
618.870,1,46500
620.967,1,46555
623.064,1,46486
625.161,1,46513
627.257,1,46512
629.352,1,46570
631.447,1,46553
633.541,1,46553
635.635,1,46501
637.729,1,46552
639.822,1,46591
641.914,1,46527
644.006,1,46464
646.097,1,46537
648.188,1,46530
650.278,1,46543
652.368,1,46503
654.457,1,46532
656.546,1,46522
658.634,1,46540
660.722,1,46544
662.809,1,46535
664.896,1,46559
666.982,1,46543
669.068,1,46541
671.153,1,46542
673.238,1,46495
675.322,1,46534
677.406,1,46558
679.489,1,46492
681.572,1,46506
683.654,1,46509
685.736,1,46533
687.817,1,46533
689.897,1,46534
691.978,1,46538
694.057,1,46514
696.136,1,46513
698.215,1,46542
700.293,1,46530
702.371,1,46504
704.448,1,46546
706.524,1,46484
708.600,1,46522
710.676,1,46493
712.751,1,46514
714.826,1,46529
716.900,1,46564
718.973,1,46538
721.047,1,46505
723.119,1,46533
725.191,1,46516
727.263,1,46498
729.334,1,46532
731.404,1,46549
733.474,1,46509
735.544,1,46522
737.613,1,46535
739.682,1,46507
741.750,1,46507
743.817,1,46531
745.884,1,46520
747.951,1,46540
750.017,1,46551
752.082,1,46546
754.147,1,46546
756.212,1,46534
758.276,1,46483
760.340,1,46520
762.403,1,46500
764.465,1,46478
766.527,1,46514
768.589,1,46542
770.650,1,46522
772.710,1,46458
774.770,1,46554
776.830,1,46521
778.889,1,46484
780.948,1,46529
783.006,1,46523
785.063,1,46507
787.120,1,46509
789.177,1,46533
791.233,1,46516
793.288,1,46489
795.343,1,46538
797.398,1,46507
799.452,1,46471
801.506,1,46517
803.559,1,46547
805.611,1,46503
807.663,1,46426
809.715,1,46474
811.766,1,46525
813.817,1,46516
815.867,1,46494
817.916,1,46469
819.966,1,46517
822.014,1,46474
824.062,1,46502
826.110,1,46527
828.157,1,46459
830.204,1,46462
832.250,1,46536
834.296,1,46512
836.341,1,46503
